id,label
248,truck
249,horse
250,ship
251,bird
252,airplane
253,frog
254,airplane
255,cat
256,deer
257,cat
258,ship
259,deer
260,airplane
261,dog
262,automobile
263,horse
264,horse
265,frog
266,frog
267,cat
268,bird
269,bird
270,automobile
271,dog
272,truck
273,horse
274,cat
275,horse
276,ship
277,frog
278,horse
279,dog
280,dog
281,dog
282,bird
283,cat
284,truck
285,deer
286,automobile
287,ship
288,truck
289,cat
290,deer
291,automobile
292,deer
293,airplane
294,cat
295,truck
296,frog
297,dog
298,dog
299,ship
300,truck
301,frog
302,cat
303,frog
304,ship
305,frog
306,automobile
307,airplane
308,horse
309,cat
310,deer
311,automobile
312,ship
313,deer
314,truck
315,cat
316,cat
317,deer
318,deer
319,frog
320,frog
321,dog
322,horse
323,ship
324,dog
325,horse
326,ship
327,cat
328,dog
329,deer
330,truck
331,bird
332,airplane
333,bird
334,bird
335,deer
336,deer
337,dog
338,truck
339,deer
340,ship
341,ship
342,frog
343,deer
344,bird
345,cat
346,automobile
347,automobile
348,horse
349,cat
350,truck
351,bird
352,truck
353,bird
354,dog
355,airplane
356,cat
357,airplane
358,bird
359,bird
360,dog
361,horse
362,airplane
363,airplane
364,airplane
365,truck
366,deer
367,horse
368,truck
369,ship
370,deer
371,frog
372,truck
373,cat
374,airplane
375,truck
376,airplane
377,frog
378,cat
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,ship
385,cat
386,cat
387,ship
388,dog
389,bird
390,deer
391,frog
392,deer
393,bird
394,frog
395,frog
396,bird
397,frog
398,deer
399,cat
400,horse
401,airplane
402,deer
403,airplane
404,automobile
405,deer
406,airplane
407,truck
408,truck
409,bird
410,bird
411,horse
412,deer
413,ship
414,airplane
415,automobile
416,frog
417,cat
418,deer
419,bird
420,dog
421,frog
422,automobile
423,cat
424,deer
425,airplane
426,ship
427,cat
428,bird
429,automobile
430,frog
431,cat
432,cat
433,deer
434,airplane
435,truck
436,deer
437,automobile
438,truck
439,automobile
440,dog
441,airplane
442,airplane
443,horse
444,cat
445,ship
446,dog
447,horse
448,horse
449,airplane
450,airplane
451,deer
452,frog
453,airplane
454,ship
455,horse
456,airplane
457,deer
458,cat
459,bird
460,truck
461,deer
462,automobile
463,horse
464,frog
465,ship
466,ship
467,deer
468,bird
469,cat
470,deer
471,cat
472,ship
473,frog
474,airplane
475,cat
476,cat
477,horse
478,horse
479,dog
480,deer
481,dog
482,ship
483,cat
484,automobile
485,cat
486,airplane
487,frog
488,horse
489,ship
490,deer
491,truck
492,frog
493,frog
494,cat
495,automobile
496,horse
497,truck
498,frog
499,cat
500,bird
501,ship
502,dog
503,bird
504,deer
505,cat
506,dog
507,dog
508,automobile
509,cat
510,automobile
511,dog
512,automobile
513,frog
514,deer
515,airplane
516,ship
517,truck
518,ship
519,ship
520,automobile
521,frog
522,dog
523,horse
524,truck
525,frog
526,deer
527,airplane
528,dog
529,frog
530,airplane
531,dog
532,frog
533,bird
534,deer
535,horse
536,dog
537,airplane
538,ship
539,truck
540,truck
541,truck
542,cat
543,deer
544,cat
545,cat
546,deer
547,cat
548,horse
549,dog
550,horse
551,deer
552,dog
553,horse
554,deer
555,frog
556,cat
557,dog
558,ship
559,frog
560,bird
561,cat
562,automobile
563,frog
564,cat
565,airplane
566,horse
567,deer
568,frog
569,cat
570,horse
571,ship
572,frog
573,bird
574,ship
575,deer
576,airplane
577,truck
578,frog
579,ship
580,deer
581,frog
582,frog
583,frog
584,truck
585,automobile
586,dog
587,deer
588,automobile
589,airplane
590,deer
591,horse
592,deer
593,truck
594,horse
595,frog
596,ship
597,dog
598,truck
599,dog
600,deer
601,automobile
602,deer
603,automobile
604,truck
605,automobile
606,horse
607,bird
608,horse
609,horse
610,truck
611,deer
612,cat
613,automobile
614,ship
615,frog
616,deer
617,automobile
618,deer
619,horse
620,deer
621,frog
622,deer
623,cat
624,cat
625,cat
626,truck
627,cat
628,horse
629,horse
630,dog
631,airplane
632,deer
633,airplane
634,horse
635,horse
636,ship
637,deer
638,frog
639,airplane
640,cat
641,frog
642,frog
643,deer
644,deer
645,deer
646,automobile
647,cat
648,horse
649,frog
650,airplane
651,cat
652,truck
653,dog
654,dog
655,frog
656,deer
657,frog
658,truck
659,deer
660,horse
661,frog
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,frog
668,automobile
669,frog
670,cat
671,cat
672,bird
673,frog
674,airplane
675,horse
676,deer
677,horse
678,automobile
679,horse
680,dog
681,deer
682,dog
683,airplane
684,horse
685,bird
686,cat
687,dog
688,frog
689,bird
690,dog
691,bird
692,airplane
693,deer
694,truck
695,automobile
696,frog
697,cat
698,automobile
699,ship
700,frog
701,horse
702,cat
703,truck
704,cat
705,deer
706,dog
707,frog
708,horse
709,bird
710,deer
711,frog
712,automobile
713,dog
714,deer
715,truck
716,ship
717,frog
718,automobile
719,cat
720,dog
721,truck
722,dog
723,cat
724,dog
725,airplane
726,bird
727,dog
728,deer
729,airplane
730,deer
731,truck
732,cat
733,truck
734,bird
735,bird
736,automobile
737,frog
738,cat
739,cat
740,cat
741,horse
742,dog
743,automobile
744,cat
745,deer
746,deer
747,deer
748,horse
749,dog
750,dog
751,automobile
752,ship
753,ship
754,truck
755,cat
756,automobile
757,dog
758,deer
759,frog
760,ship
761,truck
762,dog
763,deer
764,dog
765,airplane
766,ship
767,horse
768,frog
769,bird
770,ship
771,airplane
772,horse
773,cat
774,dog
775,deer
776,truck
777,airplane
778,dog
779,deer
780,horse
781,truck
782,deer
783,automobile
784,truck
785,frog
786,bird
787,cat
788,bird
789,truck
790,cat
791,bird
792,deer
793,cat
794,frog
795,horse
796,airplane
797,bird
798,frog
799,deer
800,airplane
801,frog
802,deer
803,dog
804,cat
805,airplane
806,automobile
807,frog
808,deer
809,bird
810,frog
811,truck
812,horse
813,bird
814,dog
815,horse
816,truck
817,cat
818,cat
819,cat
820,deer
821,cat
822,horse
823,airplane
824,ship
825,airplane
826,airplane
827,bird
828,deer
829,deer
830,truck
831,airplane
832,cat
833,deer
834,ship
835,truck
836,deer
837,truck
838,deer
839,dog
840,bird
841,horse
842,deer
843,dog
844,automobile
845,dog
846,frog
847,horse
848,deer
849,automobile
850,automobile
851,dog
852,dog
853,horse
854,truck
855,dog
856,frog
857,ship
858,frog
859,dog
860,airplane
861,automobile
862,automobile
863,deer
864,airplane
865,airplane
866,dog
867,deer
868,dog
869,airplane
870,frog
871,deer
872,horse
873,truck
874,bird
875,truck
876,dog
877,deer
878,airplane
879,frog
880,ship
881,deer
882,frog
883,frog
884,dog
885,frog
886,dog
887,dog
888,dog
889,horse
890,cat
891,bird
892,frog
893,ship
894,automobile
895,truck
896,frog
897,cat
898,truck
899,ship
900,deer
901,bird
902,truck
903,horse
904,truck
905,cat
906,bird
907,frog
908,dog
909,airplane
910,bird
911,dog
912,frog
913,deer
914,truck
915,truck
916,ship
917,bird
918,dog
919,dog
920,dog
921,cat
922,dog
923,airplane
924,automobile
925,deer
926,automobile
927,airplane
928,cat
929,automobile
930,truck
931,deer
932,bird
933,dog
934,horse
935,horse
936,ship
937,frog
938,automobile
939,automobile
940,airplane
941,bird
942,truck
943,truck
944,airplane
945,horse
946,bird
947,horse
948,truck
949,frog
950,deer
951,horse
952,airplane
953,dog
954,cat
955,cat
956,truck
957,frog
958,deer
959,dog
960,airplane
961,frog
962,frog
963,deer
964,airplane
965,dog
966,deer
967,cat
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,bird
974,frog
975,deer
976,deer
977,horse
978,deer
979,truck
980,cat
981,horse
982,deer
983,ship
984,deer
985,airplane
986,dog
987,dog
988,frog
989,bird
990,cat
991,automobile
992,ship
993,deer
994,bird
995,deer
996,cat
997,truck
998,ship
999,horse
1000,truck
1001,bird
1002,airplane
1003,bird
1004,cat
1005,cat
1006,dog
1007,ship
1008,automobile
1009,automobile
1010,cat
1011,cat
1012,deer
1013,truck
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,cat
1020,automobile
1021,frog
1022,frog
1023,deer
1024,truck
1025,bird
1026,cat
1027,deer
1028,bird
1029,dog
1030,dog
1031,horse
1032,deer
1033,deer
1034,cat
1035,bird
1036,deer
1037,deer
1038,truck
1039,dog
1040,airplane
1041,cat
1042,dog
1043,dog
1044,ship
1045,cat
1046,cat
1047,ship
1048,horse
1049,cat
1050,bird
1051,dog
1052,deer
1053,dog
1054,frog
1055,bird
1056,frog
1057,frog
1058,cat
1059,bird
1060,horse
1061,frog
1062,truck
1063,truck
1064,automobile
1065,frog
1066,truck
1067,dog
1068,horse
1069,airplane
1070,cat
1071,frog
1072,deer
1073,horse
1074,horse
1075,cat
1076,truck
1077,dog
1078,frog
1079,truck
1080,deer
1081,deer
1082,dog
1083,deer
1084,ship
1085,ship
1086,cat
1087,horse
1088,deer
1089,bird
1090,cat
1091,automobile
1092,ship
1093,automobile
1094,airplane
1095,bird
1096,truck
1097,bird
1098,frog
1099,bird
1100,truck
1101,dog
1102,airplane
1103,frog
1104,airplane
1105,truck
1106,truck
1107,airplane
1108,truck
1109,truck
1110,ship
1111,dog
1112,horse
1113,cat
1114,truck
1115,deer
1116,bird
1117,truck
1118,deer
1119,airplane
1120,cat
1121,truck
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,deer
1128,frog
1129,truck
1130,cat
1131,frog
1132,frog
1133,dog
1134,frog
1135,automobile
1136,cat
1137,frog
1138,ship
1139,horse
1140,horse
1141,frog
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,truck
1150,bird
1151,bird
1152,truck
1153,bird
1154,bird
1155,horse
1156,dog
1157,dog
1158,automobile
1159,automobile
1160,deer
1161,cat
1162,ship
1163,airplane
1164,frog
1165,ship
1166,airplane
1167,truck
1168,automobile
1169,horse
1170,truck
1171,frog
1172,truck
1173,airplane
1174,horse
1175,ship
1176,deer
1177,deer
1178,automobile
1179,dog
1180,cat
1181,frog
1182,horse
1183,automobile
1184,deer
1185,automobile
1186,frog
1187,horse
1188,deer
1189,bird
1190,dog
1191,bird
1192,dog
1193,truck
1194,cat
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,dog
1201,truck
1202,bird
1203,deer
1204,truck
1205,cat
1206,dog
1207,deer
1208,horse
1209,cat
1210,frog
1211,airplane
1212,truck
1213,truck
1214,truck
1215,ship
1216,frog
1217,dog
1218,airplane
1219,deer
1220,automobile
1221,deer
1222,ship
1223,dog
1224,bird
1225,truck
1226,automobile
1227,automobile
1228,cat
1229,automobile
1230,frog
1231,horse
1232,deer
1233,deer
1234,automobile
1235,automobile
1236,frog
1237,deer
1238,dog
1239,cat
1240,deer
1241,dog
1242,deer
1243,ship
1244,airplane
1245,ship
1246,truck
1247,horse
1248,airplane
1249,horse
1250,truck
1251,frog
1252,horse
1253,airplane
1254,ship
1255,ship
1256,cat
1257,cat
1258,cat
1259,ship
1260,truck
1261,deer
1262,bird
1263,deer
1264,bird
1265,truck
1266,frog
1267,cat
1268,ship
1269,truck
1270,dog
1271,deer
1272,airplane
1273,ship
1274,deer
1275,bird
1276,frog
1277,deer
1278,horse
1279,truck
1280,frog
1281,dog
1282,ship
1283,bird
1284,dog
1285,truck
1286,horse
1287,deer
1288,horse
1289,dog
1290,frog
1291,automobile
1292,frog
1293,deer
1294,automobile
1295,truck
1296,deer
1297,truck
1298,horse
1299,airplane
1300,automobile
1301,automobile
1302,airplane
1303,deer
1304,frog
1305,horse
1306,frog
1307,deer
1308,airplane
1309,airplane
1310,frog
1311,truck
1312,dog
1313,truck
1314,frog
1315,bird
1316,automobile
1317,dog
1318,truck
1319,horse
1320,automobile
1321,dog
1322,frog
1323,bird
1324,cat
1325,horse
1326,bird
1327,horse
1328,dog
1329,cat
1330,airplane
1331,automobile
1332,ship
1333,truck
1334,truck
1335,cat
1336,deer
1337,cat
1338,cat
1339,automobile
1340,horse
1341,automobile
1342,frog
1343,airplane
1344,airplane
1345,truck
1346,truck
1347,bird
1348,bird
1349,airplane
1350,frog
1351,dog
1352,cat
1353,bird
1354,cat
1355,deer
1356,truck
1357,horse
1358,dog
1359,dog
1360,dog
1361,dog
1362,dog
1363,deer
1364,cat
1365,deer
1366,airplane
1367,deer
1368,cat
1369,frog
1370,truck
1371,cat
1372,deer
1373,cat
1374,dog
1375,deer
1376,bird
1377,ship
1378,horse
1379,dog
1380,cat
1381,ship
1382,truck
1383,dog
1384,cat
1385,truck
1386,deer
1387,truck
1388,bird
1389,deer
1390,dog
1391,bird
1392,frog
1393,deer
1394,ship
1395,bird
1396,horse
1397,deer
1398,truck
1399,airplane
1400,ship
1401,truck
1402,ship
1403,deer
1404,automobile
1405,cat
1406,horse
1407,cat
1408,bird
1409,deer
1410,dog
1411,deer
1412,truck
1413,automobile
1414,deer
1415,truck
1416,cat
1417,ship
1418,bird
1419,horse
1420,bird
1421,truck
1422,ship
1423,frog
1424,cat
1425,airplane
1426,frog
1427,cat
1428,deer
1429,cat
1430,cat
1431,bird
1432,automobile
1433,truck
1434,frog
1435,automobile
1436,bird
1437,frog
1438,horse
1439,horse
1440,truck
1441,truck
1442,bird
1443,frog
1444,deer
1445,automobile
1446,frog
1447,frog
1448,bird
1449,truck
1450,deer
1451,airplane
1452,ship
1453,frog
1454,deer
1455,frog
1456,deer
1457,airplane
1458,horse
1459,ship
1460,airplane
1461,frog
1462,ship
1463,airplane
1464,cat
1465,bird
1466,airplane
1467,truck
1468,deer
1469,horse
1470,cat
1471,dog
1472,bird
1473,frog
1474,bird
1475,bird
1476,horse
1477,bird
1478,truck
1479,truck
1480,deer
1481,deer
1482,cat
1483,airplane
1484,airplane
1485,cat
1486,cat
1487,cat
1488,cat
1489,horse
1490,horse
1491,airplane
1492,dog
1493,dog
1494,deer
1495,frog
1496,airplane
1497,dog
1498,truck
1499,ship
1500,cat
1501,truck
1502,bird
1503,ship
1504,truck
1505,horse
1506,bird
1507,horse
1508,cat
1509,deer
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,automobile
1516,frog
1517,truck
1518,airplane
1519,bird
1520,airplane
1521,automobile
1522,ship
1523,automobile
1524,frog
1525,airplane
1526,cat
1527,deer
1528,bird
1529,dog
1530,deer
1531,automobile
1532,ship
1533,deer
1534,truck
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,cat
1541,ship
1542,dog
1543,airplane
1544,deer
1545,truck
1546,frog
1547,deer
1548,dog
1549,deer
1550,deer
1551,dog
1552,truck
1553,automobile
1554,bird
1555,bird
1556,deer
1557,bird
1558,dog
1559,automobile
1560,deer
1561,dog
1562,deer
1563,dog
1564,cat
1565,horse
1566,deer
1567,deer
1568,cat
1569,frog
1570,frog
1571,deer
1572,horse
1573,truck
1574,truck
1575,bird
1576,ship
1577,truck
1578,airplane
1579,automobile
1580,cat
1581,deer
1582,bird
1583,ship
1584,frog
1585,bird
1586,airplane
1587,automobile
1588,frog
1589,deer
1590,frog
1591,cat
1592,dog
1593,dog
1594,cat
1595,dog
1596,automobile
1597,horse
1598,frog
1599,cat
1600,airplane
1601,airplane
1602,truck
1603,dog
1604,dog
1605,cat
1606,horse
1607,ship
1608,horse
1609,cat
1610,frog
1611,deer
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,bird
1618,bird
1619,horse
1620,cat
1621,dog
1622,frog
1623,airplane
1624,truck
1625,truck
1626,cat
1627,dog
1628,frog
1629,deer
1630,dog
1631,airplane
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,airplane
1637,truck
1638,deer
1639,frog
1640,airplane
1641,automobile
1642,truck
1643,cat
1644,horse
1645,truck
1646,dog
1647,truck
1648,horse
1649,cat
1650,automobile
1651,dog
1652,deer
1653,deer
1654,cat
1655,deer
1656,bird
1657,automobile
1658,frog
1659,airplane
1660,deer
1661,horse
1662,truck
1663,deer
1664,ship
1665,cat
1666,ship
1667,bird
1668,ship
1669,bird
1670,automobile
1671,truck
1672,frog
1673,deer
1674,deer
1675,truck
1676,horse
1677,frog
1678,deer
1679,deer
1680,frog
1681,airplane
1682,ship
1683,truck
1684,airplane
1685,frog
1686,cat
1687,airplane
1688,airplane
1689,ship
1690,automobile
1691,frog
1692,dog
1693,ship
1694,horse
1695,truck
1696,deer
1697,ship
1698,automobile
1699,ship
1700,deer
1701,automobile
1702,automobile
1703,airplane
1704,dog
1705,deer
1706,bird
1707,truck
1708,dog
1709,deer
1710,truck
1711,horse
1712,deer
1713,truck
1714,cat
1715,deer
1716,deer
1717,bird
1718,horse
1719,cat
1720,automobile
1721,frog
1722,cat
1723,cat
1724,bird
1725,frog
1726,deer
1727,frog
1728,cat
1729,cat
1730,deer
1731,truck
1732,truck
1733,horse
1734,ship
1735,cat
1736,truck
1737,cat
1738,cat
1739,bird
1740,deer
1741,ship
1742,airplane
1743,bird
1744,cat
1745,airplane
1746,cat
1747,truck
1748,deer
1749,frog
1750,dog
1751,automobile
1752,ship
1753,deer
1754,automobile
1755,frog
1756,truck
1757,truck
1758,truck
1759,ship
1760,automobile
1761,airplane
1762,ship
1763,deer
1764,cat
1765,frog
1766,truck
1767,cat
1768,ship
1769,automobile
1770,cat
1771,bird
1772,truck
1773,deer
1774,deer
1775,bird
1776,ship
1777,dog
1778,cat
1779,truck
1780,dog
1781,truck
1782,bird
1783,cat
1784,frog
1785,cat
1786,truck
1787,truck
1788,frog
1789,bird
1790,cat
1791,dog
1792,truck
1793,ship
1794,truck
1795,deer
1796,frog
1797,bird
1798,airplane
1799,dog
1800,frog
1801,cat
1802,dog
1803,bird
1804,deer
1805,automobile
1806,cat
1807,cat
1808,truck
1809,cat
1810,deer
1811,horse
1812,horse
1813,horse
1814,horse
1815,deer
1816,deer
1817,cat
1818,airplane
1819,bird
1820,dog
1821,cat
1822,horse
1823,bird
1824,deer
1825,horse
1826,dog
1827,airplane
1828,bird
1829,bird
1830,automobile
1831,truck
1832,dog
1833,airplane
1834,truck
1835,cat
1836,cat
1837,bird
1838,horse
1839,dog
1840,deer
1841,deer
1842,deer
1843,airplane
1844,horse
1845,dog
1846,bird
1847,dog
1848,cat
1849,deer
1850,dog
1851,truck
1852,frog
1853,automobile
1854,ship
1855,bird
1856,dog
1857,frog
1858,horse
1859,airplane
1860,cat
1861,horse
1862,deer
1863,dog
1864,frog
1865,cat
1866,bird
1867,airplane
1868,cat
1869,horse
1870,horse
1871,airplane
1872,deer
1873,bird
1874,airplane
1875,airplane
1876,horse
1877,ship
1878,airplane
1879,dog
1880,automobile
1881,deer
1882,airplane
1883,bird
1884,frog
1885,cat
1886,bird
1887,automobile
1888,deer
1889,horse
1890,bird
1891,deer
1892,truck
1893,automobile
1894,frog
1895,airplane
1896,bird
1897,dog
1898,deer
1899,truck
1900,cat
1901,cat
1902,cat
1903,airplane
1904,ship
1905,deer
1906,airplane
1907,truck
1908,cat
1909,truck
1910,truck
1911,cat
1912,horse
1913,automobile
1914,cat
1915,truck
1916,horse
1917,dog
1918,bird
1919,automobile
1920,cat
1921,dog
1922,ship
1923,automobile
1924,dog
1925,frog
1926,airplane
1927,automobile
1928,frog
1929,bird
1930,bird
1931,ship
1932,airplane
1933,truck
1934,horse
1935,ship
1936,frog
1937,ship
1938,horse
1939,truck
1940,frog
1941,dog
1942,ship
1943,frog
1944,horse
1945,cat
1946,cat
1947,ship
1948,deer
1949,frog
1950,cat
1951,truck
1952,bird
1953,dog
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,dog
1960,airplane
1961,automobile
1962,deer
1963,dog
1964,deer
1965,truck
1966,cat
1967,truck
1968,truck
1969,automobile
1970,truck
1971,truck
1972,deer
1973,cat
1974,ship
1975,cat
1976,airplane
1977,bird
1978,automobile
1979,frog
1980,airplane
1981,ship
1982,dog
1983,truck
1984,airplane
1985,bird
1986,cat
1987,cat
1988,deer
1989,bird
1990,deer
1991,frog
1992,dog
1993,deer
1994,truck
1995,frog
1996,horse
1997,automobile
1998,frog
1999,frog
2000,automobile
2001,deer
2002,deer
2003,truck
2004,deer
2005,horse
2006,horse
2007,ship
2008,horse
2009,cat
2010,automobile
2011,deer
2012,frog
2013,horse
2014,dog
2015,cat
2016,cat
2017,cat
2018,deer
2019,ship
2020,airplane
2021,airplane
2022,frog
2023,deer
2024,horse
2025,deer
2026,truck
2027,bird
2028,cat
2029,airplane
2030,horse
2031,deer
2032,bird
2033,deer
2034,deer
2035,deer
2036,ship
2037,truck
2038,dog
2039,horse
2040,bird
2041,airplane
2042,deer
2043,deer
2044,dog
2045,deer
2046,horse
2047,cat
2048,bird
2049,deer
2050,truck
2051,dog
2052,bird
2053,cat
2054,horse
2055,bird
2056,airplane
2057,automobile
2058,airplane
2059,dog
2060,ship
2061,cat
2062,frog
2063,bird
2064,bird
2065,truck
2066,truck
2067,automobile
2068,truck
2069,cat
2070,horse
2071,dog
2072,cat
2073,deer
2074,deer
2075,airplane
2076,airplane
2077,ship
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,airplane
2083,frog
2084,bird
2085,dog
2086,horse
2087,frog
2088,dog
2089,truck
2090,frog
2091,bird
2092,automobile
2093,truck
2094,deer
2095,horse
2096,automobile
2097,truck
2098,truck
2099,bird
2100,ship
2101,horse
2102,airplane
2103,automobile
2104,dog
2105,airplane
2106,ship
2107,airplane
2108,truck
2109,automobile
2110,frog
2111,deer
2112,horse
2113,frog
2114,cat
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,dog
2121,horse
2122,automobile
2123,dog
2124,dog
2125,truck
2126,deer
2127,ship
2128,ship
2129,ship
2130,airplane
2131,dog
2132,horse
2133,dog
2134,horse
2135,airplane
2136,deer
2137,deer
2138,dog
2139,bird
2140,horse
2141,deer
2142,horse
2143,frog
2144,bird
2145,automobile
2146,frog
2147,horse
2148,cat
2149,frog
2150,truck
2151,cat
2152,cat
2153,truck
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,dog
2161,frog
2162,automobile
2163,ship
2164,automobile
2165,frog
2166,frog
2167,dog
2168,cat
2169,airplane
2170,truck
2171,ship
2172,cat
2173,horse
2174,horse
2175,dog
2176,cat
2177,frog
2178,frog
2179,truck
2180,cat
2181,frog
2182,ship
2183,horse
2184,ship
2185,bird
2186,automobile
2187,cat
2188,truck
2189,dog
2190,frog
2191,horse
2192,cat
2193,bird
2194,automobile
2195,cat
2196,ship
2197,horse
2198,deer
2199,airplane
2200,cat
2201,airplane
2202,bird
2203,dog
2204,truck
2205,horse
2206,frog
2207,truck
2208,dog
2209,airplane
2210,frog
2211,ship
2212,airplane
2213,deer
2214,automobile
2215,truck
2216,ship
2217,truck
2218,automobile
2219,horse
2220,automobile
2221,truck
2222,automobile
2223,truck
2224,dog
2225,cat
2226,automobile
2227,airplane
2228,cat
2229,cat
2230,frog
2231,airplane
2232,cat
2233,ship
2234,airplane
2235,bird
2236,airplane
2237,frog
2238,frog
2239,ship
2240,horse
2241,ship
2242,cat
2243,dog
2244,horse
2245,cat
2246,horse
2247,frog
2248,automobile
2249,automobile
2250,dog
2251,airplane
2252,horse
2253,dog
2254,dog
2255,truck
2256,ship
2257,cat
2258,ship
2259,airplane
2260,frog
2261,airplane
2262,truck
2263,horse
2264,truck
2265,bird
2266,airplane
2267,dog
2268,horse
2269,horse
2270,frog
2271,automobile
2272,ship
2273,automobile
2274,deer
2275,horse
2276,horse
2277,truck
2278,ship
2279,ship
2280,horse
2281,cat
2282,cat
2283,deer
2284,frog
2285,frog
2286,airplane
2287,truck
2288,frog
2289,ship
2290,frog
2291,dog
2292,cat
2293,horse
2294,truck
2295,dog
2296,cat
2297,airplane
2298,airplane
2299,ship
2300,cat
2301,frog
2302,horse
2303,cat
2304,airplane
2305,airplane
2306,airplane
2307,dog
2308,deer
2309,airplane
2310,cat
2311,airplane
2312,frog
2313,dog
2314,ship
2315,truck
2316,ship
2317,automobile
2318,ship
2319,frog
2320,deer
2321,deer
2322,deer
2323,frog
2324,frog
2325,bird
2326,frog
2327,frog
2328,frog
2329,dog
2330,deer
2331,cat
2332,automobile
2333,cat
2334,truck
2335,truck
2336,bird
2337,deer
2338,cat
2339,airplane
2340,dog
2341,bird
2342,horse
2343,truck
2344,truck
2345,airplane
2346,frog
2347,frog
2348,truck
2349,cat
2350,cat
2351,ship
2352,frog
2353,horse
2354,deer
2355,deer
2356,ship
2357,horse
2358,horse
2359,frog
2360,airplane
2361,deer
2362,frog
2363,truck
2364,frog
2365,airplane
2366,truck
2367,ship
2368,automobile
2369,truck
2370,ship
2371,horse
2372,dog
2373,ship
2374,cat
2375,bird
2376,frog
2377,automobile
2378,ship
2379,cat
2380,truck
2381,automobile
2382,dog
2383,truck
2384,airplane
2385,cat
2386,airplane
2387,cat
2388,automobile
2389,bird
2390,deer
2391,deer
2392,automobile
2393,truck
2394,cat
2395,deer
2396,dog
2397,deer
2398,bird
2399,cat
2400,ship
2401,automobile
2402,bird
2403,truck
2404,dog
2405,bird
2406,frog
2407,dog
2408,truck
2409,dog
2410,frog
2411,cat
2412,ship
2413,automobile
2414,cat
2415,automobile
2416,bird
2417,bird
2418,frog
2419,cat
2420,dog
2421,deer
2422,deer
2423,horse
2424,dog
2425,cat
2426,bird
2427,frog
2428,bird
2429,dog
2430,deer
2431,horse
2432,truck
